cod_ibge,municipio,uf,populacao_censo_2022,volume
1502004,Cachoeira do Arari,PA,23981,II
5005004,Jardim,MS,23981,II
4203956,Capivari de Baixo,SC,23975,II
2803609,Laranjeiras,SE,23975,II
2305308,Ibiapina,CE,23965,II
3162005,São Gonçalo do Sapucaí,MG,23959,II
5203500,Bom Jesus de Goiás,GO,23958,II
2110104,Santa Quitéria do Maranhão,MA,23957,II
1304401,Urucurituba,AM,23945,II
2507002,Itaporanga,PB,23940,II
1507466,São João da Ponta,PA,23930,II
3106309,Belo Oriente,MG,23928,II
2307403,Jucás,CE,23922,II
2807600,Umbaúba,SE,23917,II
2306108,Irauçuba,CE,23915,II
3204104,Pinheiros,ES,23915,II
3109402,Buritizeiro,MG,23910,II
3162708,São João do Paraíso,MG,23910,II
2704005,Junqueiro,AL,23907,II
2109007,Porto Franco,MA,23903,II
2614808,Tacaratu,PE,23902,II
3507902,Brotas,SP,23898,II
2914406,Iraquara,BA,23879,II
2609006,Macaparana,PE,23879,II
2106755,Miranda do Norte,MA,23864,II
2705101,Matriz de Camaragibe,AL,23857,II
2613206,São João,PE,23837,II
4106605,Cruzeiro do Oeste,PR,23831,II
3205069,Venda Nova do Imigrante,ES,23831,II
3509403,Cajuru,SP,23830,II
2706406,Pão de Açúcar,AL,23823,II
4306908,Encruzilhada do Sul,RS,23819,II
1303304,Novo Aripuanã,AM,23818,II
3113206,Carandaí,MG,23812,II
1300680,Boa Vista do Ramos,AM,23785,II
2600302,Agrestina,PE,23779,II
1500958,Aurora do Pará,PA,23774,II
2609154,Manari,PE,23763,II
2301703,Aurora,CE,23714,II
4124400,Santo Antônio do Sudoeste,PR,23673,II
4211702,Orleans,SC,23661,II
5002209,Bonito,MS,23659,II
2908606,Conde,BA,23654,II
4119400,Piraí do Sul,PR,23651,II
3546702,Santa Gertrudes,SP,23611,II
2709202,Traipu,AL,23565,II
2614857,Tamandaré,PE,23561,II
1301308,Codajás,AM,23549,II
3105103,Bambuí,MG,23546,II
2412500,São Miguel,RN,23537,II
3119104,Corinto,MG,23532,II
2605004,Cupira,PE,23518,II
1504752,Mojuí dos Campos,PA,23501,II
4315305,Quaraí,RS,23500,II
3114204,Carmo do Cajuru,MG,23479,II
3126703,Francisco Sá,MG,23476,II
3154002,Raul Soares,MG,23423,II
3547601,Santa Rosa de Viterbo,SP,23411,II
2310852,Pindoretama,CE,23391,II
2925006,Planalto,BA,23334,II
4106506,Coronel Vivida,PR,23331,II
4203907,Capinzal,SC,23314,II
4313201,Nova Petrópolis,RS,23300,II
2100303,Aldeias Altas,MA,23286,II
4104659,Carambeí,PR,23283,II
5107008,Poxoréu,MT,23283,II
3159902,Santo Antônio do Amparo,MG,23244,II
4113502,Loanda,PR,23225,II
4103602,Cambará,PR,23212,II
2506905,Itabaiana,PB,23182,II
3117504,Conceição do Mato Dentro,MG,23163,II
5007109,Ribas do Rio Pardo,MS,23150,II
2501500,Bananeiras,PB,23134,II
2104677,Governador Nunes Freire,MA,23128,II
3520004,Igaraçu do Tietê,SP,23106,II
2103802,Dom Pedro,MA,23053,II
5001904,Bataguassu,MS,23031,II
2407807,Monte Alegre,RN,23031,II
2610202,Panelas,PE,22991,II
4310801,Ivoti,RS,22983,II
4306809,Encantado,RS,22962,II
3302106,Itaocara,RJ,22919,II
4105904,Colorado,PR,22896,II
3510302,Capela do Alto,SP,22866,II
4320107,Sarandi,RS,22851,II
4126603,Siqueira Campos,PR,22811,II
3204609,Santa Teresa,ES,22808,II
2610806,Pedra,PE,22795,II
2308906,Morrinhos,CE,22753,II
2702603,Feira Grande,AL,22712,II
3130903,Inhapim,MG,22692,II
3100203,Abaeté,MG,22675,II
2501104,Areia,PB,22633,II
2923100,Olindina,BA,22633,II
1721208,Tocantinópolis,TO,22615,II
2707107,Piranhas,AL,22609,II
2905602,Camacan,BA,22579,II
1507805,Senador José Porfírio,PA,22576,II
2105427,Itinga do Maranhão,MA,22513,II
2112233,Trizidela do Vale,MA,22484,II
2905008,Caculé,BA,22462,II
2102309,Buriti Bravo,MA,22455,II
3538907,Pirajuí,SP,22431,II
3304151,Quissamã,RJ,22393,II
2301950,Barreira,CE,22392,II
2303808,Cedro,CE,22344,II
1100809,Candeias do Jamari,RO,22310,II
3204203,Piúma,ES,22300,II
3531407,Monte Aprazível,SP,22280,II
2211308,Valença do Piauí,PI,22279,II
5220603,Silvânia,GO,22245,II
3129509,Ibiá,MG,22229,II
2921104,Medeiros Neto,BA,22194,II
2411502,Santo Antônio,RN,22177,II
3554300,Teodoro Sampaio,SP,22173,II
2109502,Riachão,MA,22145,II
3513603,Cunha,SP,22110,II
3305158,São José do Vale do Rio Preto,RJ,22080,II
4208104,Itaiópolis,SC,22051,II
5205406,Ceres,GO,22046,II
2106508,Matinha,MA,22034,II
3507100,Bom Jesus dos Perdões,SP,22006,II
3202108,Ecoporanga,ES,21992,II
4212908,Pinhalzinho,SC,21972,II
3521408,Iracemápolis,SP,21967,II
2616209,Vertentes,PE,21959,II
4301008,Arroio do Meio,RS,21958,II
3167103,Serro,MG,21952,II
5103502,Diamantino,MT,21941,II
1600402,Mazagão,AP,21924,II
2917300,Ituberá,BA,21902,II
5220207,São Miguel do Araguaia,GO,21900,II
4318200,São Francisco de Paula,RS,21893,II
3144102,Muzambinho,MG,21891,II
2108702,Pio XII,MA,21886,II
2705002,Mata Grande,AL,21844,II
5006002,Nova Alvorada do Sul,MS,21822,II
2609709,Orobó,PE,21808,II
2805505,Poço Verde,SE,21794,II
2500601,Alhandra,PB,21730,II
4206702,Herval D Oeste,SC,21724,II
3147204,Paraguaçu,MG,21723,II
3517505,Guapiaçu,SP,21711,II
2301604,Assaré,CE,21697,II
2912103,Ibicaraí,BA,21665,II
2926202,Riachão das Neves,BA,21642,II
1100320,São Miguel do Guaporé,RO,21635,II
5002100,Bela Vista,MS,21613,II
2919702,Macarani,BA,21599,II
4310009,Ibirubá,RS,21583,II
5200134,Acreúna,GO,21568,II
3502754,Araçariguama,SP,21522,II
5005202,Ladário,MS,21522,II
3204054,Pedro Canário,ES,21522,II
2509107,Mari,PB,21512,II
3505807,Bastos,SP,21503,II
2408904,Parelhas,RN,21499,II
1100015,Alta Floresta D Oeste,RO,21494,II
2913507,Iguaí,BA,21491,II
3511409,Cerqueira César,SP,21469,II
1200450,Senador Guiomard,AC,21454,II
3553302,Tambaú,SP,21435,II
2305357,Icapuí,CE,21433,II
2605400,Feira Nova,PE,21427,II
2210003,São João do Piauí,PI,21421,II
2932705,Uruçuca,BA,21420,II
4112108,Jandaia do Sul,PR,21408,II
3149903,Perdões,MG,21384,II
2703205,Igreja Nova,AL,21372,II
3305604,Silva Jardim,RJ,21352,II
4316006,Rolante,RS,21253,II
4319604,São Sepé,RS,21219,II
2503001,Caaporã,PB,21193,II
2701001,Boca da Mata,AL,21187,II
2931509,Teofilândia,BA,21176,II
2106326,Maracaçumé,MA,21149,II
2512309,Princesa Isabel,PB,21114,II
3301405,Conceição de Macabu,RJ,21104,II
1400050,Alto Alegre,RR,21096,II
1507151,São Domingos do Araguaia,PA,21092,II
5210901,Itapaci,GO,21087,II
3157278,Santa Bárbara do Monte Verde,MG,21087,II
4105409,Chopinzinho,PR,21085,II
4319000,São Marcos,RS,21084,II
2107605,Palmeirândia,MA,21059,II
3115508,Caxambu,MG,21056,II
2207801,Paulistana,PI,21055,II
2918803,Laje,BA,21052,II
3133501,Itapecerica,MG,21046,II
3132701,Itambacuri,MG,21042,II
2106706,Mirador,MA,21030,II
4318408,São Jerônimo,RS,21028,II
2500403,Alagoa Nova,PB,21013,II
2931004,Tanhaçu,BA,21006,II
5002902,Cassilândia,MS,20988,II
3159803,Santa Vitória,MG,20973,II
1400209,Caracaraí,RR,20957,II
3114402,Carmo do Rio Claro,MG,20954,II
2304004,Coreaú,CE,20953,II
2927507,Santa Bárbara,BA,20952,II
4219002,Urussanga,SC,20919,II
3143203,Monte Santo de Minas,MG,20890,II
2311504,Quixeré,CE,20874,II
3137700,Lajinha,MG,20835,II
3118403,Conselheiro Pena,MG,20824,II
2708303,São José da Laje,AL,20813,II
2908200,Conceição da Feira,BA,20800,II
2912202,Ibicoara,BA,20785,II
3301504,Cordeiro,RJ,20783,II
1502509,Chaves,PA,20757,II
1300631,Beruri,AM,20718,II
2923209,Oliveira dos Brejinhos,BA,20715,II
3122009,Divino,MG,20706,II
3111002,Campestre,MG,20696,II
2705705,Olho d Água das Flores,AL,20695,II
1507474,São João de Pirabas,PA,20689,II
2600807,Altinho,PE,20674,II
1300144,Apuí,AM,20647,II
2611705,Riacho das Almas,PE,20639,II
3139508,Manhumirim,MG,20613,II
5003801,Fátima do Sul,MS,20609,II
2911600,Governador Mangabeira,BA,20605,II
2906907,Caravelas,BA,20580,II
2604502,Chã Grande,PE,20546,II
4104501,Capanema,PR,20481,II
2108454,Peritoró,MA,20479,II
1504950,Nova Esperança do Piriá,PA,20478,II
3526001,Junqueirópolis,SP,20448,II
3147303,Paraisópolis,MG,20445,II
2306603,Itatira,CE,20424,II
3137809,Lambari,MG,20414,II
3134608,Jaboticatubas,MG,20406,II
3540754,Potim,SP,20392,II
4208807,Jaguaruna,SC,20375,II
3304110,Porto Real,RJ,20373,II
2707909,Santa Luzia do Norte,AL,20370,II
2923605,Paramirim,BA,20351,II
2605608,Flores,PE,20347,II
2108108,Paulo Ramos,MA,20341,II
3142908,Monte Azul,MG,20328,II
2929107,São Felipe,BA,20283,II
2806206,Salgado,SE,20279,II
3124005,Ervália,MG,20255,II
3508009,Buri,SP,20250,II
2311264,Quiterianópolis,CE,20213,II
3540002,Pompéia,SP,20196,II
2313807,Uruburetama,CE,20189,II
3142809,Monte Alegre de Minas,MG,20170,II
2303956,Chorozinho,CE,20163,II
3141405,Medina,MG,20156,II
3542404,Regente Feijó,SP,20145,II
1303007,Nhamundá,AM,20136,II
2800209,Aquidabã,SE,20131,II
2903409,Belmonte,BA,20121,II
5105606,Matupá,MT,20091,II
4313060,Nova Hartz,RS,20088,II
2924306,Piatã,BA,20086,II
2707503,Porto Real do Colégio,AL,20082,II
3105905,Barroso,MG,20080,II
2923407,Palmas de Monte Alto,BA,20078,II
3527405,Lucélia,SP,20061,II
4217402,Schroeder,SC,20061,II
2922409,Mutuípe,BA,20037,II
2613305,São Joaquim do Monte,PE,20037,II
4214003,Presidente Getúlio,SC,20010,II
2611903,Rio Formoso,PE,20009,II
4322202,Tupanciretã,RS,20005,II
3169703,Turmalina,MG,20000,II
3511003,Castilho,SP,19977,II
3171006,Vazante,MG,19975,II
4127502,Tibagi,PR,19961,II
1502772,Curionópolis,PA,19950,II
2801405,Carira,SE,19939,II
2102606,Cândido Mendes,MA,19932,II
2603108,Cachoeirinha,PE,19899,II
5108600,Vila Rica,MT,19888,II
4101101,Andirá,PR,19878,II
4206900,Ibirama,SC,19862,II
5007406,Rio Verde de Mato Grosso,MS,19818,II
2916104,Itaparica,BA,19789,II
5218904,Rubiataba,GO,19788,II
2301307,Araripe,CE,19783,II
3167608,Simonésia,MG,19750,II
4218301,Três Barras,SC,19746,II
2909604,Crisópolis,BA,19729,II
2402303,Caraúbas,RN,19727,II
2505105,Cuité,PB,19719,II
2309508,Orós,CE,19675,II
2925956,Rafael Jambeiro,BA,19662,II
2202000,Buriti dos Lopes,PI,19654,II
1301159,Careiro da Várzea,AM,19637,II
1501956,Cachoeira do Piriá,PA,19630,II
4101002,Ampére,PR,19620,II
5212204,Jussara,GO,19620,II
1304104,Tapauá,AM,19599,II
3535309,Palmital,SP,19594,II
2904753,Buritirama,BA,19589,II
2101905,Bequimão,MA,19584,II
3515152,Engenheiro Coelho,SP,19566,II
3205036,Vargem Alta,ES,19563,II
3113008,Caraí,MG,19548,II
5209200,Guapó,GO,19545,II
3131208,Ipanema,MG,19522,II
2111706,São Vicente Ferrer,MA,19498,II
3529708,Miguelópolis,SP,19441,II
5004601,Itaquiraí,MS,19423,II
3533007,Nova Granada,SP,19419,II
3535804,Paranapanema,SP,19395,II
3301108,Cantagalo,RJ,19390,II
2302008,Barro,CE,19381,II
1303502,Pauini,AM,19373,II
2202307,Canto do Buriti,PI,19365,II
1100254,Presidente Médici,RO,19327,II
2904100,Boquira,BA,19322,II
1400456,Pacaraima,RR,19305,II
1200336,Mâncio Lima,AC,19294,II
2202604,Castelo do Piauí,PI,19288,II
3204351,Rio Bananal,ES,19274,II
4121406,Realeza,PR,19247,II
1304237,Tonantins,AM,19247,II
2601052,Araçoiaba,PE,19243,II
2923357,Ourolândia,BA,19243,II
3536208,Pariquera-Açu,SP,19233,II
5005681,Mundo Novo,MS,19193,II
4128500,Wenceslau Braz,PR,19188,II
2908101,Cocos,BA,19151,II
3133303,Itaobim,MG,19151,II
3128303,Guaranésia,MG,19150,II
4212205,Papanduva,SC,19150,II
5200050,Abadia de Goiás,GO,19128,II
4106209,Contenda,PR,19128,II
2910404,Encruzilhada,BA,19107,II
4302709,Butiá,RS,19084,II
2924603,Pindobaçu,BA,19083,II
3523503,Itatinga,SP,19070,II
2514503,São José de Piranhas,PB,19067,II
2911808,Guaratinga,BA,19049,II
3511607,Cesário Lange,SP,19048,II
2709103,Taquarana,AL,19032,II
2700102,Água Branca,AL,19008,II
2608503,Lagoa de Itaenga,PE,19003,II
4103453,Cafelândia,PR,18997,II
5103007,Chapada dos Guimarães,MT,18990,II
2101509,Barão de Grajaú,MA,18984,II
3137502,Lagoa Formosa,MG,18904,II
3203502,Montanha,ES,18900,II
3204005,Pancas,ES,18893,II
3139300,Manga,MG,18886,II
1708205,Formoso do Araguaia,TO,18881,II
4309605,Horizontina,RS,18851,II
3170909,Varzelândia,MG,18840,II
1300409,Barcelos,AM,18834,II
2613404,São José da Coroa Grande,PE,18825,II
2108009,Pastos Bons,MA,18802,II
2912905,Ibirataia,BA,18792,II
1507979,Terra Santa,PA,18782,II
2915502,Itajuípe,BA,18781,II
3153400,Presidente Olegário,MG,18765,II
1200252,Epitaciolândia,AC,18757,II
4100509,Altônia,PR,18742,II
2501302,Aroeiras,PB,18705,II
1400175,Cantá,RR,18682,II
2600203,Afrânio,PE,18674,II
2111607,São Raimundo das Mangabeiras,MA,18672,II
1505650,Placas,PA,18668,II
2603900,Carnaíba,PE,18644,II
1304302,Urucará,AM,18631,II
3543006,Ribeirão Branco,SP,18627,II
2932101,Ubaíra,BA,18626,II
2612406,Sanharó,PE,18624,II
4217501,Seara,SC,18620,II
3113701,Carlos Chagas,MG,18615,II
2610400,Parnamirim,PE,18612,II
3517703,Guará,SP,18606,II
2311702,Reriutaba,CE,18606,II
2929255,São Gabriel,BA,18600,II
1713205,Miracema do Tocantins,TO,18566,II
2107100,Morros,MA,18554,II
3529906,Miracatu,SP,18553,II
3140902,Matipó,MG,18552,II
4205803,Garuva,SC,18545,II
2111003,São João Batista,MA,18544,II
4211207,Morro da Fumaça,SC,18537,II
2922656,Nordestina,BA,18523,II
2919926,Madre de Deus,BA,18504,II
5201306,Anicuns,GO,18503,II
3540804,Potirendaba,SP,18496,II
3512001,Colina,SP,18486,II
2100204,Alcântara,MA,18467,II
2406205,Lagoa d Anta,RN,18457,II
4115606,Matelândia,PR,18450,II
3100906,Águas Formosas,MG,18448,II
2903508,Belo Campo,BA,18412,II
2104552,Governador Edison Lobão,MA,18411,II
4121208,Quitandinha,PR,18398,II
5201702,Aragarças,GO,18390,II
1506161,Rio Maria,PA,18384,II
2507101,Itapororoca,PB,18382,II
3539103,Pirapora do Bom Jesus,SP,18370,II
3104908,Baependi,MG,18366,II
2110401,São Benedito do Rio Preto,MA,18364,II
2603801,Capoeiras,PE,18338,II
2511400,Picuí,PB,18333,II
2805802,Riachão do Dantas,SE,18313,II
2104008,Esperantinópolis,MA,18311,II
4217808,Taió,SC,18310,II
4116208,Morretes,PR,18309,II
5217708,Pontalina,GO,18309,II
2601607,Belém do São Francisco,PE,18301,II
3101904,Alpinópolis,MG,18300,II
1501006,Aveiro,PA,18290,II
2107704,Paraibano,MA,18274,II
2504405,Conceição,PB,18260,II
1200708,Xapuri,AC,18243,II
5103304,Comodoro,MT,18238,II
4311205,Júlio de Castilhos,RS,18226,II
2902609,Baixa Grande,BA,18220,II
2304301,Farias Brito,CE,18217,II
3532405,Nazaré Paulista,SP,18217,II
2605905,Gameleira,PE,18214,II
2614006,Serrita,PE,18207,II
2600906,Amaraji,PE,18205,II
2313005,Solonópole,CE,18179,II
3203700,Muniz Freire,ES,18153,II
3531506,Monte Azul Paulista,SP,18151,II
2801009,Campo do Brito,SE,18149,II
2932507,Una,BA,18131,II
4127403,Terra Roxa,PR,18119,II
5204904,Campos Belos,GO,18108,II
2313955,Varjota,CE,18105,II
1501451,Belterra,PA,18099,II
1400308,Mucajaí,RR,18095,II
4101200,Antonina,PR,18091,II
2800506,Areia Branca,SE,18081,II
1500347,Água Azul do Norte,PA,18080,II
5106372,Pedra Preta,MT,18066,II
2931202,Taperoá,BA,18044,II
3202207,Fundão,ES,18014,II
3111101,Campina Verde,MG,18011,II
1501576,Bom Jesus do Tocantins,PA,18005,II
3114501,Carmópolis de Minas,MG,18003,II
2930402,Serra Preta,BA,17996,II
3521705,Itaberá,SP,17983,II
2608453,Lagoa do Carro,PE,17981,II
2500700,São João do Rio do Peixe,PB,17964,II
3547700,Santo Anastácio,SP,17963,II
2929602,Sapeaçu,BA,17963,II
2925253,Ponto Novo,BA,17938,II
3500501,Águas de Lindóia,SP,17930,II
2611507,Quipapá,PE,17928,II
2107407,Olho d Água das Cunhãs,MA,17919,II
2917201,Ituaçu,BA,17914,II
1503044,Floresta do Araguaia,PA,17898,II
4312658,Não-Me-Toque,RS,17898,II
2910859,Filadélfia,BA,17897,II
2910750,Fátima,BA,17895,II
2512705,Remígio,PB,17885,II
3138807,Luz,MG,17875,II
2305209,Hidrolândia,CE,17855,II
1505403,Ourém,PA,17855,II
5107107,São José dos Quatro Marcos,MT,17849,II
1600535,Porto Grande,AP,17848,II
2306504,Itapiúna,CE,17841,II
2708501,São Luís do Quitunde,AL,17818,II
2916005,Itanhém,BA,17813,II
2406106,Jucurutu,RN,17793,II
2905404,Cairu,BA,17761,II
1707009,Dianópolis,TO,17739,II
3305406,Sapucaia,RJ,17729,II
2104099,Formosa da Serra Negra,MA,17719,II
2108801,Pirapemas,MA,17714,II
2704401,Major Isidoro,AL,17700,II
3514908,Elias Fausto,SP,17699,II
2506806,Ingá,PB,17692,II
2920106,Mairi,BA,17674,II
3535606,Paraibuna,SP,17667,II
2917805,Jaguaripe,BA,17659,II
5008008,Terenos,MS,17652,II
3203346,Marechal Floriano,ES,17641,II
2900207,Abaré,BA,17639,II
2303105,Cariré,CE,17632,II
4127601,Tijucas do Sul,PR,17621,II
4318101,São Francisco de Assis,RS,17618,II
2208205,Pio IX,PI,17613,II
2502508,Boqueirão,PB,17598,II
2932200,Ubaitaba,BA,17596,II
2200202,Água Branca,PI,17573,II
4127205,Terra Boa,PR,17568,II
2924801,Piritiba,BA,17566,II
4301305,Arroio Grande,RS,17558,II
2210409,São Miguel do Tapuio,PI,17554,II
2205201,Jaicós,PI,17527,II
2100832,Apicum-Açu,MA,17519,II
3139201,Malacacheta,MG,17516,II
2109270,Presidente Sarney,MA,17511,II
4314605,Piratini,RS,17504,II
3302809,Mendes,RJ,17502,II
1702554,Augustinópolis,TO,17484,II
2304236,Croatá,CE,17481,II
3170529,Urucuia,MG,17479,II
4106308,Corbélia,PR,17470,II
2313757,Umirim,CE,17470,II
2512002,Pocinhos,PB,17469,II
2905305,Cafarnaum,BA,17466,II
3148608,Peçanha,MG,17446,II
3155801,Rio Pomba,MG,17443,II
3544251,Rosana,SP,17440,II
3144706,Nova Era,MG,17438,II
2106631,Matões do Norte,MA,17432,II
2603504,Camocim de São Félix,PE,17419,II
3556800,Viradouro,SP,17414,II
3108305,Borda da Mata,MG,17404,II
3304409,Rio Claro,RJ,17401,II
4200101,Abelardo Luz,SC,17392,II
3161007,São Domingos do Prata,MG,17392,II
3146305,Padre Paraíso,MG,17334,II
2908002,Coaraci,BA,17333,II
4211751,Otacílio Costa,SC,17312,II
2922102,Mundo Novo,BA,17305,II
3501152,Alumínio,SP,17301,II
2304459,Fortim,CE,17294,II
3304102,Porciúncula,RJ,17288,II
3548054,Santo Antônio do Aracanguá,SP,17285,II
3104502,Arinos,MG,17272,II
4126306,Sengés,PR,17270,II
2302909,Capistrano,CE,17254,II
2616001,Venturosa,PE,17251,II
4204251,Cocal do Sul,SC,17240,II
2200509,Amarante,PI,17234,II
5200100,Abadiânia,GO,17232,II
2306702,Jaguaretama,CE,17232,II
2907905,Cipó,BA,17230,II
3154309,Resplendor,MG,17226,II
3138609,Lima Duarte,MG,17221,II
2207751,Passagem Franca do Piauí,PI,17220,II
3508108,Buritama,SP,17210,II
2303402,Carnaubal,CE,17210,II
3132107,Itacarambi,MG,17208,II
2104404,Gonçalves Dias,MA,17206,II
3301207,Carmo,RJ,17198,II
2301851,Banabuiú,CE,17195,II
1300102,Anori,AM,17194,II
5100300,Alto Araguaia,MT,17193,II
2501005,Araruna,PB,17189,II
2605152,Dormentes,PE,17188,II
1301506,Envira,AM,17186,II
2516300,Sumé,PB,17166,II
2606507,Iati,PE,17165,II
4210605,Massaranduba,SC,17162,II
2108900,Poção de Pedras,MA,17161,II
2931053,Tanque Novo,BA,17158,II
3115102,Cássia,MG,17155,II
3526100,Juquiá,SP,17154,II
2313351,Tejuçuoca,CE,17154,II
3108008,Bom Sucesso,MG,17151,II
3149804,Perdizes,MG,17151,II
2703809,Joaquim Gomes,AL,17150,II
2308609,Monsenhor Tabosa,CE,17149,II
